comment,clean_text,mudah digunakan (P1),memenuhi kebutuhan (P3),label_umux,actual_umux_dimension,predicted_umux_label,predicted_umux_dimension,is_correct,error_type,sentiment_category,vader_compound,umux_lite_score_1_7,rating,user,date,likes,label UMUX,label,vader_neg,vader_neu,vader_pos,umux_score_category,is_umux_relevant
"aplikasi sangat cepat, dan sangat terbantu",aplikasi sangat cepat sangat bantu,0,1,1,Usefulness,3,Usefulness + Ease of Use,False,actual_1_predicted_3,positive,0.7964,6.39,5.0,Mas Mudi,2026-04-21 00:32:23,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.297,0.703,high,True
sangat berguna,sangat guna,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.4939,5.48,5.0,Zainur Rosid,2026-04-20 23:19:47,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.238,0.762,high,True
mututerjamin,mututerjamin,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,neutral,0.0,4.0,5.0,Abdilah Ktp,2026-04-20 20:53:02,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,False
ga bisa login,tidak bisa login,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.2023,3.39,1.0,Enung Wida,2026-04-20 16:33:45,0.0,Tidak relevan dengan pertanyaan manapun,0,0.478,0.217,0.304,moderate,True
apk tidak bisa di buka,aplikasi tidak bisa buka,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.2023,3.39,1.0,Kim Radius,2026-04-20 15:51:30,0.0,Tidak relevan dengan pertanyaan manapun,0,0.393,0.357,0.25,moderate,True
tolong di bantu tidak bisa di buka aplikasi jmp di HP saya ini,bantu tidak bisa buka aplikasi jmp hp,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.4215,5.26,5.0,Trias Wijayanto,2026-04-20 15:10:27,0.0,Tidak relevan dengan pertanyaan manapun,0,0.196,0.357,0.446,high,True
tidak bisa login,tidak bisa login,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.2023,3.39,1.0,Fandi Maulana,2026-04-20 14:44:05,0.0,Tidak relevan dengan pertanyaan manapun,0,0.478,0.217,0.304,moderate,True
hatur nuhun di pasihan rezeki tiasa KA buka deui JMO,hatur nuhun pasihan rezeki tiasa ka buka deui jmo,1,1,3,Usefulness + Ease of Use,2,Ease of Use,False,actual_3_predicted_2,positive,0.1027,4.31,5.0,Yana Setiawan,2026-04-20 14:06:53,0.0,Relevan dengan P1 dan P3,3,0.0,0.851,0.149,moderate,True
"sdh brp.bulan ini gak bisa dibuka aplikasi ,langsung close... knp yah... gak ada info",sdh brp bulan tidak bisa buka aplikasi langsung close knp yah tidak info,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.4588,2.62,5.0,Iwan Setiawan,2026-04-20 13:42:57,0.0,Tidak relevan dengan pertanyaan manapun,0,0.278,0.633,0.089,low,True
kenapa jmo nya gak bisa terbuka,jmo nya tidak bisa buka,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.2023,3.39,1.0,Yudi User,2026-04-20 12:51:51,0.0,Tidak relevan dengan pertanyaan manapun,0,0.333,0.455,0.212,moderate,True
"aplikasi paling merepotkan. setelah di re-install, data saya malah hilang dan tidak dapat diisi lagi datanya. sudah berkali² telpon 175 dan datang ke kantor BPJS, belum ada hasilnya.",aplikasi paling repot re install data malah hilang tidak isi data kali telpon datang kantor bpjs belum hasil,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.4939,2.52,1.0,Sekar Ayu Sarsatyas,2026-04-20 12:38:11,0.0,Tidak relevan dengan pertanyaan manapun,0,0.31,0.388,0.302,low,True
bagus pelayanannya,bagus layan,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.5267,5.58,5.0,Arif Riyanto,2026-04-20 12:11:07,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.227,0.773,high,True
mudah dan menyenangkan,mudah senang,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,positive,0.5859,5.76,4.0,Ardy Pratama,2026-04-20 12:05:54,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.208,0.792,high,False
good Jobs,good jobs,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.4404,5.32,5.0,Uje Aja,2026-04-20 10:46:56,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.256,0.744,high,True
respon cepat terimakasih jmo,respon cepat terimakasih jmo,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.8271,6.48,5.0,Umbka,2026-04-20 10:18:06,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.103,0.897,high,True
tidak bisa dibuka,tidak bisa buka,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.2023,3.39,1.0,Devis Sanjaya,2026-04-20 10:03:44,0.0,Tidak relevan dengan pertanyaan manapun,0,0.478,0.217,0.304,moderate,True
sangat baguss membntu bngett,sangat baguss membntu bngett,1,1,3,Usefulness + Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_3_predicted_0,neutral,0.0,4.0,5.0,Dede Dini,2026-04-20 09:39:15,0.0,Relevan dengan P1 dan P3,3,0.0,1.0,0.0,moderate,False
mantap,mantap,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5859,5.76,5.0,Novita Mahalini,2026-04-20 09:07:48,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False
ok,,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,neutral,0.0,4.0,5.0,Saepul Misbah,2026-04-20 08:41:57,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,0.0,moderate,False
bagus,bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5267,5.58,5.0,Ahmad Ahmad,2026-04-20 08:08:01,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False
kenapa tak bisa di buka,tidak bisa buka,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.2023,3.39,2.0,Rusman Musa,2026-04-20 07:57:35,0.0,Tidak relevan dengan pertanyaan manapun,0,0.478,0.217,0.304,moderate,True
"ikut yg program ambil 10% tidak dapet tlp verifikasi bukannya diulang malah dibatalkan, pelayanan parah mau ambil hak kita aja dipersulit parahhh!!",ikut yg program ambil tidak dapet tlp verifikasi bukan ulang malah batal layan parah mau ambil hak aja sulit parahhh,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,False,actual_0_predicted_3,negative,-0.875,1.38,1.0,Agoes Bacuky,2026-04-20 07:50:40,0.0,Tidak relevan dengan pertanyaan manapun,0,0.453,0.406,0.141,low,True
Tidak bisa di buka Aplikasi dipaksa berhenti Mohon di perbaiki,tidak bisa buka aplikasi paksa henti mohon baik,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.296,4.89,2.0,RAHMAT FAJRI,2026-04-20 06:51:50,1.0,Tidak relevan dengan pertanyaan manapun,0,0.19,0.431,0.379,moderate,True
mudah dan aman,mudah aman,1,1,3,Usefulness + Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_3_predicted_0,positive,0.7845,6.35,5.0,Bagus Gautama,2026-04-20 05:52:32,0.0,Relevan dengan P1 dan P3,3,0.0,0.0,1.0,high,False
bagaimana ini JMO Kok makin kesini makin rumit.... lama sekali notifikasi pengkinian datanya... mohon CS JMO untuk segera diupdate lagi sistemnya. Terimakasih,bagaimana jmo kok makin kesini makin rumit lama sekali notifikasi kini data mohon cs jmo segera diupdate sistem terimakasih,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.5719,2.28,1.0,Aglef Madur,2026-04-20 04:54:17,0.0,Tidak relevan dengan pertanyaan manapun,0,0.317,0.463,0.221,low,True
saya tidak dapat membuka aplikasi,tidak buka aplikasi,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.2023,3.39,1.0,Muhammad Syafiq,2026-04-20 02:30:49,0.0,Tidak relevan dengan pertanyaan manapun,0,0.478,0.217,0.304,moderate,True
kenapa jmo saya tidak bisa login,jmo tidak bisa login,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.2023,3.39,1.0,Doni Ramadhan,2026-04-20 02:16:45,0.0,Tidak relevan dengan pertanyaan manapun,0,0.393,0.357,0.25,moderate,True
aplikasi sampah selalu eror tiap bulan update tapi ga ada perubahan,aplikasi sampah selalu error tiap bulan update tidak ubah,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.8807,1.36,1.0,Muhammad Syamsuri,2026-04-20 01:30:38,0.0,Tidak relevan dengan pertanyaan manapun,0,0.622,0.291,0.087,low,True
"ribet ,susah buat pengkinian data apalagi buat klaim jht.",ribet susah buat kini data buat klaim jht,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.6908,1.93,1.0,auto bots,2026-04-20 01:05:02,0.0,Tidak relevan dengan pertanyaan manapun,0,0.49,0.191,0.318,low,True
sangat bagus,sangat bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5267,5.58,5.0,Anin Dita,2026-04-20 00:54:57,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.227,0.773,high,False
bagus,bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5267,5.58,5.0,Rehan Shelby77,2026-04-20 00:40:32,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False
aplikasi mantap,aplikasi mantap,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5859,5.76,5.0,sari pudin,2026-04-19 17:05:19,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.208,0.792,high,False
bagus,bagus,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,positive,0.5267,5.58,5.0,Syahril Tanjung,2026-04-19 16:39:05,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.0,1.0,high,False
APLIKASI SERING GANGGUAN MEMPERSULIT KLAIM,aplikasi sering ganggu sulit klaim,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.7351,1.79,1.0,wewarr,2026-04-19 15:32:44,0.0,Tidak relevan dengan pertanyaan manapun,0,0.643,0.179,0.179,low,True
sangat baik,sangat baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.4588,5.38,5.0,Yoga Pratama,2026-04-19 12:05:14,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.25,0.75,high,False
mantap aplikasinya,mantap aplikasi,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5859,5.76,5.0,Mas Jamil_st,2026-04-19 11:52:04,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.208,0.792,high,False
sangat membantu,sangat bantu,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.5574,5.67,5.0,Rizky Safary,2026-04-19 11:00:49,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.217,0.783,high,True
sangat baik,sangat baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.4588,5.38,5.0,Jaga Bumi,2026-04-19 10:39:17,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.25,0.75,high,False
smoga makin d i tingkatkan,smoga makin d i tingkat,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,False,actual_0_predicted_3,neutral,0.0,4.0,5.0,Slamet Riyadi,2026-04-19 09:50:09,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,1.0,0.0,moderate,True
"Min, setelah update kenapa sekarang malah saya tidak bisa masuk. Notifikasi ""terjadi kesalahan"" . Saya coba pakai ""lupa pasword"" juga sama. Apakah aplikasinya yang erorr? Mohon infonya min",min update sekarang malah tidak bisa masuk notifikasi jadi salah coba pakai lupa pasword sama aplikasi erorr mohon info min,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.4767,2.57,5.0,Nursahid,2026-04-19 09:29:58,13.0,Tidak relevan dengan pertanyaan manapun,0,0.28,0.48,0.24,low,True
sangat cepat dan baik,sangat cepat baik,1,0,2,Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_2_predicted_0,positive,0.7579,6.27,5.0,Sutisna Sutisna,2026-04-19 08:22:51,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.133,0.867,high,False
untuk reset password email sudah bener terjadi masalah. tolong segera perbaiki. jika terus dicoba maka ada menunggu waktu padahal belum ada email masuk reset password nya.,reset password email bener jadi masalah segera baik terus coba tunggu waktu padahal belum email masuk reset password nya,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.743,1.77,1.0,Wahid Hasyim,2026-04-19 08:07:32,0.0,Tidak relevan dengan pertanyaan manapun,0,0.488,0.356,0.157,low,True
proses nya cepat,proses nya cepat,1,0,2,Ease of Use,3,Usefulness + Ease of Use,False,actual_2_predicted_3,positive,0.6486,5.95,5.0,Zakarias Latong,2026-04-19 07:32:08,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.159,0.841,high,True
assalamualaikum jmo... keseluruhan adanya apk ini sangat membantu tanpa harus mengantri ke kantor cabang dsb ckup di rmh saja apabila laporan berkala.. apalg dengan kondisi sy yg kurng sehat... hanya saja .. kok sering sekali gangguan servernya ya.. skrg aku bisa login tp tidak bisa buka pemberitahuan yg bergambar lonceng.. sering terjadi gangguan ya... sejujurnya jdnya setiap buka JMO JD was2 trs .. duh buat sy kambuh panik attacknya... mohon di bantu ya ...,assalamualaikum jmo seluruh aplikasi sangat bantu tanpa antri kantor cabang ckup rmh apabila lapor kala apalg kondisi sy yg kurng sehat kok sering sekali ganggu server skrg aku bisa login tp tidak bisa buka pemberitahuan yg gambar lonceng sering jadi ganggu jujur jdnya tiap buka jmo jd was trs duh buat sy kambuh panik attacknya mohon bantu,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.6908,1.93,5.0,Chi Chi,2026-04-19 04:21:25,0.0,Tidak relevan dengan pertanyaan manapun,0,0.219,0.626,0.155,low,True
update terbaru malah sering terhenti tidak bisa masuk hadeeh,update baru malah sering henti tidak bisa masuk hadeeh,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.0772,3.77,1.0,Chandra Febriyadi,2026-04-19 03:55:14,0.0,Tidak relevan dengan pertanyaan manapun,0,0.198,0.541,0.261,moderate,True
buat akun susah banget info terjadi kesalahan aja,buat akun susah banget info jadi salah aja,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,False,actual_0_predicted_3,negative,-0.7906,1.63,2.0,Debi Thobri,2026-04-19 03:21:58,0.0,Tidak relevan dengan pertanyaan manapun,0,0.615,0.385,0.0,low,True
Sangat bagus dan keren,sangat bagus keren,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.7845,6.35,5.0,ali udin,2026-04-19 00:31:10,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.127,0.873,high,False
baik,baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.4588,5.38,5.0,Varrel,2026-04-18 23:42:14,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False
apk kerennnnnn,aplikasi kerennnnnn,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,neutral,0.0,4.0,5.0,yuli yanti,2026-04-18 12:35:13,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,1.0,0.0,moderate,False
Ga bisa dibuka,tidak bisa buka,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.2023,3.39,5.0,jack zaki,2026-04-18 09:34:15,0.0,Tidak relevan dengan pertanyaan manapun,0,0.478,0.217,0.304,moderate,True
mantuuuuuuuL bagus dan terpercaya,mantuuuuuuul bagus percaya,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5267,5.58,5.0,Deri Apriato,2026-04-18 09:16:04,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.37,0.63,high,False
good,good,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.4404,5.32,5.0,Febriyanto Ramdani,2026-04-18 08:25:50,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False
luarbiasa sangat membantu untuk modal usaha ketika phk,luarbiasa sangat bantu modal usaha phk,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.8225,6.47,5.0,Destri Nawaty,2026-04-18 07:54:06,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.345,0.655,high,False
good,good,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.4404,5.32,5.0,Wahyudi Tandjung,2026-04-18 05:02:59,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False
"sampai saat ini, bagus",bagus,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5267,5.58,5.0,asep setiawan,2026-04-18 04:34:52,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,False
bermanfaat,manfaat,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.5423,5.63,5.0,Irfan Hajam,2026-04-18 03:42:11,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.0,1.0,high,True
mantap,mantap,1,1,3,Usefulness + Ease of Use,0,Tidak relevan dengan UMUX-Lite,False,actual_3_predicted_0,positive,0.5859,5.76,5.0,Rima Fitriani,2026-04-18 03:21:58,0.0,Relevan dengan P1 dan P3,3,0.0,0.0,1.0,high,False
Bagus dan membantu,bagus bantu,1,1,3,Usefulness + Ease of Use,1,Usefulness,False,actual_3_predicted_1,positive,0.7906,6.37,5.0,Mas Bejo,2026-04-18 02:21:34,0.0,Relevan dengan P1 dan P3,3,0.0,0.0,1.0,high,True
pelayanan agar lebih baik lagi,layan lebih baik,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.4588,5.38,5.0,Pandi Sopandi,2026-04-17 19:37:43,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.4,0.6,high,True
sangat baik,sangat baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.4588,5.38,5.0,Rahmidi 98,2026-04-17 13:30:50,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.25,0.75,high,False
sangat puas,sangat puas,0,0,0,Tidak relevan dengan UMUX-Lite,1,Usefulness,False,actual_0_predicted_1,positive,0.5719,5.72,5.0,Boncu 76,2026-04-17 12:59:49,0.0,Tidak relevan dengan pertanyaan manapun,0,0.0,0.213,0.787,high,True
"Gmn ini ko aplikasi ga bs di buka,tolong di perbaiki",gmn ko aplikasi tidak bs buka baik,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.296,4.89,3.0,Madun Ahmad,2026-04-17 12:54:23,0.0,Tidak relevan dengan pertanyaan manapun,0,0.208,0.377,0.415,moderate,True
aplikasi tidak bisa di buka,aplikasi tidak bisa buka,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.2023,3.39,3.0,Sandro Tobing,2026-04-17 12:51:45,0.0,Tidak relevan dengan pertanyaan manapun,0,0.393,0.357,0.25,moderate,True
aplikasi ga jelas padahal dari perusahaan sudah didaftarkan tapi pas log in muncul tulisan email anda belum terdaftar terus!!! gimana sih ini tolong dong benerin,aplikasi tidak jelas padahal usaha daftar pas log in muncul tulis email belum daftar terus gimana sih dong benerin,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.0516,4.15,1.0,Aulia Salsabila,2026-04-17 12:25:58,0.0,Tidak relevan dengan pertanyaan manapun,0,0.246,0.5,0.254,moderate,True
bagus sekali,bagus sekali,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5267,5.58,5.0,Away Munawar,2026-04-17 12:23:54,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.227,0.773,high,False
bagus dan cepat,bagus cepat,0,1,1,Usefulness,3,Usefulness + Ease of Use,False,actual_1_predicted_3,positive,0.7845,6.35,5.0,Danti 29,2026-04-17 12:14:37,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.0,1.0,high,True
"kenapa di hp saya ini gak bisa di buka ya,padahal sebelumnya lancar lancar aja lo,",hp tidak bisa buka padahal belum lancar lancar aja lo,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,positive,0.6808,6.04,5.0,Rahmad Rendiyatna,2026-04-17 11:46:43,0.0,Tidak relevan dengan pertanyaan manapun,0,0.233,0.278,0.489,high,True
sangat baik,sangat baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.4588,5.38,5.0,bedan erna,2026-04-17 10:50:27,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.25,0.75,high,False
lebih mudah mengecek saldo,lebih mudah ecek saldo,1,0,2,Ease of Use,3,Usefulness + Ease of Use,False,actual_2_predicted_3,positive,0.6597,5.98,5.0,papah adi Sanjaya,2026-04-17 10:08:16,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.27,0.73,high,True
"sangat bagus,dan simple",sangat bagus simple,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.7783,6.33,5.0,Hoga Sasa,2026-04-17 09:38:43,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.128,0.872,high,True
agak ribet mohon di permudah dalam segala aspek,ribet mohon mudah segala aspek,0,0,0,Tidak relevan dengan UMUX-Lite,2,Ease of Use,False,actual_0_predicted_2,negative,-0.0516,3.85,5.0,Muhammad Yusuf2404,2026-04-17 08:57:20,0.0,Tidak relevan dengan pertanyaan manapun,0,0.37,0.278,0.352,moderate,True
bagus banget,bagus banget,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.5267,5.58,5.0,Nanang Vj Nanang,2026-04-17 08:56:13,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.227,0.773,high,False
"pelayanan lambat ,hak sendiri aja lama banget proses nya",layan lambat hak sendiri aja lama banget proses nya,0,0,0,Tidak relevan dengan UMUX-Lite,3,Usefulness + Ease of Use,False,actual_0_predicted_3,negative,-0.4939,2.52,1.0,Amran Unlimited,2026-04-17 08:31:27,0.0,Tidak relevan dengan pertanyaan manapun,0,0.416,0.301,0.283,low,True
sangat baik,sangat baik,0,1,1,Usefulness,0,Tidak relevan dengan UMUX-Lite,False,actual_1_predicted_0,positive,0.4588,5.38,5.0,Fitria indah Susanti,2026-04-17 08:02:57,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0.0,0.25,0.75,high,False
sangat membantu,sangat bantu,1,0,2,Ease of Use,1,Usefulness,False,actual_2_predicted_1,positive,0.5574,5.67,5.0,Ferdy Suzuki,2026-04-17 07:47:47,0.0,Relevan dengan P1 (mudah digunakan),1,0.0,0.217,0.783,high,True
