rating,user,date,comment,likes,label UMUX,label,mudah digunakan (P1),memenuhi kebutuhan (P3),label_umux,clean_text,predicted_umux_label,predicted_umux_dimension,vader_neg,vader_neu,vader_pos,vader_compound,sentiment_category,umux_lite_score_1_7,umux_score_category,is_umux_relevant
5.0,hambiff free fire,2026-04-24 03:53:27,pelayanan cepat 👍🏻,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,layan cepat,2,Ease of Use,0.0,0.222,0.778,0.5423,positive,5.63,high,True
5.0,Sudirman Sudir,2026-04-24 03:49:32,"sangat bagus sih,, apk tapi, sayangnya kita gak bisa narik saldonya dari apk jmo nya,",0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bagus sih aplikasi sayang tidak bisa narik saldo aplikasi jmo nya,1,Usefulness,0.136,0.556,0.309,0.4215,positive,5.26,high,True
5.0,Yogi Wardhana,2026-04-24 03:48:57,layanan cepat,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,layan cepat,2,Ease of Use,0.0,0.222,0.778,0.5423,positive,5.63,high,True
1.0,uyun wahyudi,2026-04-24 03:24:17,kok susah masuk? logout mulu,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,kok susah masuk logout mulu,2,Ease of Use,0.605,0.233,0.163,-0.5859,negative,2.24,low,True
5.0,Chie Goevara,2026-04-24 03:19:34,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5267,positive,5.58,high,False
1.0,TVI zero,2026-04-24 03:03:57,pelayanannya buruk susah dan sangat ribet serta memakan waktu yang lama kalau kita klaim malah diputer2 apalagi saldo udah di atas 10jt pasti sulit dan lama pelayanannya,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,layan buruk susah sangat ribet makan waktu lama kalau klaim malah puter saldo udah atas jt sulit lama layan,3,Usefulness + Ease of Use,0.59,0.265,0.146,-0.9628,negative,1.11,low,True
1.0,sefno candra,2026-04-24 02:49:31,kenapa tidak bisa masuk ya??? tiap kali buka appnya dak respon keluar sendiri,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,tidak bisa masuk tiap kali buka appnya dak respon keluar sendiri,2,Ease of Use,0.155,0.493,0.352,0.2023,positive,4.61,moderate,True
5.0,Marnadinasti pasaribu,2026-04-24 02:19:40,Alhamdulillah gak haris keluar bisa dari apk jmo ini,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,alhamdulillah tidak haris keluar bisa aplikasi jmo,1,Usefulness,0.212,0.481,0.308,0.25,positive,4.75,moderate,True
5.0,Jadi Setya,2026-04-24 02:09:33,"bagus, cepat, gampang akses",0.0,Relevan dengan P1 dan P3,3,1,1,3,bagus cepat gampang akses,3,Usefulness + Ease of Use,0.0,0.0,1.0,0.9062,positive,6.72,high,True
5.0,Al Furqan,2026-04-24 01:35:54,bagus sekali,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,bagus sekali,0,Tidak relevan dengan UMUX-Lite,0.0,0.227,0.773,0.5267,positive,5.58,high,False
5.0,Agus,2026-04-24 01:33:49,"saya blm tau hasil nya mudah mudahan bisa membantu aplikasinya untuk pencairan saldo bpjs ketenagaan kerja,intinya saya sudah membari 5 bintang langsung mudah2han tdk mengecewakan.",0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,blm tau hasil nya mudah mudah bisa bantu aplikasi cair saldo bpjs tenaga kerja inti bari bintang langsung mudah han tidak kecewa,1,Usefulness,0.147,0.261,0.591,0.9493,positive,6.85,high,True
1.0,Tri Wulandari,2026-04-24 01:29:52,"lama bgt mau cairin klaim BPJS tk dari awal bulan. Ampe skrg BPJS saya belom cair tuh make JMO, masa harus nunggu verifikasi 1 bulan.",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,lama bgt mau cairin klaim bpjs tk awal bulan ampe skrg bpjs bom cair tuh make jmo masa nunggu verifikasi bulan,0,Tidak relevan dengan UMUX-Lite,0.121,0.532,0.348,0.5267,positive,5.58,high,False
2.0,Aulia Berutu,2026-04-24 01:29:40,knp aplikasi JMO tidak bisa di buka,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,knp aplikasi jmo tidak bisa buka,0,Tidak relevan dengan UMUX-Lite,0.289,0.526,0.184,-0.2023,negative,3.39,moderate,False
3.0,Adi Suhastra,2026-04-24 01:04:55,mudah proses nya,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,mudah proses nya,2,Ease of Use,0.0,0.152,0.848,0.6808,positive,6.04,high,True
5.0,Wawan Wawansani,2026-04-24 01:02:30,aplikasi sangat cepat untuk proses klaim jht,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,aplikasi sangat cepat proses klaim jht,3,Usefulness + Ease of Use,0.0,0.183,0.817,0.7845,positive,6.35,high,True
5.0,Nanto Tris,2026-04-24 00:12:47,JMO transparan dan efisien dalam penggunaan aplikasi sangatlah multifungsi.,0.0,Relevan dengan P1 dan P3,3,1,1,3,jmo transparan efisien guna aplikasi sangat multifungsi,3,Usefulness + Ease of Use,0.0,0.431,0.569,0.765,positive,6.29,high,True
5.0,Andika Yudha,2026-04-24 00:12:22,sangat mambantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat mambantu,1,Usefulness,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True
5.0,Choker Bulgogi,2026-04-23 21:00:33,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5267,positive,5.58,high,False
1.0,Epul Snd,2026-04-23 20:03:55,"aplikasi paling buruk. masa dari thn 2025 sampe sekarang afk selalu mental. boro"" masuk menu. tampilan juga gak ada",1.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,aplikasi paling buruk masa thn sampe sekarang afk selalu mental boro masuk menu tampil tidak,0,Tidak relevan dengan UMUX-Lite,0.316,0.612,0.071,-0.7003,negative,1.9,low,False
1.0,Tri Kustanto,2026-04-23 18:14:03,"apk nya tidak bisa digunakan/dibuka sama sekali Puyak sya,tolong diperiksa kembali.Trimakasih",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,aplikasi nya tidak bisa guna buka sama sekali puyak sya periksa trimakasih,2,Ease of Use,0.139,0.57,0.291,0.34,positive,5.02,high,True
5.0,Afkarabani Rabani,2026-04-23 17:26:59,Lumayan,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,lumayan,0,Tidak relevan dengan UMUX-Lite,0.0,1.0,0.0,0.0,neutral,4.0,moderate,False
1.0,Cunyuk Abs,2026-04-23 14:54:28,ini develover nya ga test dlu apa ya di android 9? ko fc bjirrrr,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,develover nya tidak test dlu apa android ko fc bjirrrr,0,Tidak relevan dengan UMUX-Lite,0.416,0.584,0.0,-0.6908,negative,1.93,low,False
1.0,Ahmad Maul,2026-04-23 14:46:33,ko kenapa app ngga kebuka,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,ko aplikasi tidak buka,0,Tidak relevan dengan UMUX-Lite,0.393,0.357,0.25,-0.2023,negative,3.39,moderate,False
5.0,Adit Adit,2026-04-23 14:45:03,mantap,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5859,positive,5.76,high,False
2.0,Feri Roza,2026-04-23 13:54:20,aplikasi jmo susah dibuKa,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,aplikasi jmo susah buka,0,Tidak relevan dengan UMUX-Lite,0.521,0.282,0.197,-0.5106,negative,2.47,low,False
5.0,Putra Kalih,2026-04-23 13:53:37,kenapa lambat klo membuka aplikasi tingkat kan kualitas,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,lambat klo buka aplikasi tingkat kan kualitas,0,Tidak relevan dengan UMUX-Lite,0.307,0.351,0.342,-0.1531,negative,3.54,moderate,False
1.0,Eunoia Nuna,2026-04-23 13:31:11,"aplikasi aneh udah lupakan akun, ganti sandi tetap gak bisa login aneh",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,aplikasi aneh udah lupa akun ganti sandi tetap tidak bisa login aneh,0,Tidak relevan dengan UMUX-Lite,0.673,0.255,0.071,-0.8689,negative,1.39,low,False
5.0,Irwansyah,2026-04-23 12:48:39,Tolong di huawei tidak bisa buka JMO,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,huawei tidak bisa buka jmo,0,Tidak relevan dengan UMUX-Lite,0.333,0.455,0.212,-0.2023,negative,3.39,moderate,False
5.0,Kayla Ramadani,2026-04-23 12:45:35,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5267,positive,5.58,high,False
5.0,Aris Aris,2026-04-23 12:29:16,sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.0,0.217,0.783,0.5574,positive,5.67,high,True
1.0,Purnama Kha,2026-04-23 11:34:18,"Gabisa login. Tombol ""Login"" nya gabisa di klik. Update tgl 23.04.2026 masih belum bisa login, setelah di klik tombol LOGIN tidak ada reaksi apa apa.. Hp : POCO F5",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,tidak bisa login tombol login nya tidak bisa klik update tgl belum bisa login klik tombol login tidak reaksi apa apa hp poco f,0,Tidak relevan dengan UMUX-Lite,0.28,0.489,0.231,-0.5423,negative,2.37,low,False
1.0,Aris Laia,2026-04-23 11:31:33,minta updated terbaru terus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,minta updated baru terus,0,Tidak relevan dengan UMUX-Lite,0.423,0.577,0.0,-0.296,negative,3.11,moderate,False
2.0,Candra Den,2026-04-23 10:53:19,"saya pas verifikasi wajah susah banget padahal pencahayaan, posisi wajah dll sudah ok tapi kenapa selalu kehabisan waktu dan notifnya selalu suruh ngepaskan wajah",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,pas verifikasi wajah susah banget padahal cahaya posisi wajah selalu habis waktu notifnya selalu suruh ngepaskan wajah,0,Tidak relevan dengan UMUX-Lite,0.182,0.739,0.079,-0.4767,negative,2.57,low,False
5.0,Tati Suminar,2026-04-23 10:50:35,"bagus,,",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5267,positive,5.58,high,False
5.0,Tri Ayu,2026-04-23 10:39:37,trimakasih,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,trimakasih,0,Tidak relevan dengan UMUX-Lite,0.0,1.0,0.0,0.0,neutral,4.0,moderate,False
5.0,RIJIK ALMUNAWAR,2026-04-23 10:24:13,mantap,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5859,positive,5.76,high,False
2.0,Maz Cupliz,2026-04-23 09:54:45,tidak ada pilihan menu cek Saldo jaminan pensiun,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,tidak pilih menu cek saldo jamin pensiun,0,Tidak relevan dengan UMUX-Lite,0.234,0.426,0.34,0.0,neutral,4.0,moderate,False
1.0,An Nang,2026-04-23 09:41:32,di hp saya samsung J7prime aplikasi tidak bisa di buka sering berhenti,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,hp samsung j prime aplikasi tidak bisa buka sering henti,0,Tidak relevan dengan UMUX-Lite,0.19,0.69,0.121,-0.2023,negative,3.39,moderate,False
5.0,Jay Sunjaya,2026-04-23 09:27:29,lebih mudah mengajukan klaim,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,lebih mudah aju klaim,2,Ease of Use,0.0,0.256,0.744,0.7003,positive,6.1,high,True
5.0,Maya Amin,2026-04-23 09:07:13,MANTAP,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5859,positive,5.76,high,False
5.0,Maashraf Rahman,2026-04-23 09:06:14,sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.0,0.217,0.783,0.5574,positive,5.67,high,True
5.0,Yunita Daeli,2026-04-23 08:59:41,mantap,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5859,positive,5.76,high,False
5.0,Arief,2026-04-23 08:55:47,jmo terus berhenti di hp note 8,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,jmo terus henti hp note,0,Tidak relevan dengan UMUX-Lite,0.355,0.645,0.0,-0.296,negative,3.11,moderate,False
1.0,uchie sanusi,2026-04-23 08:46:22,"Tidak bisa masuk dengan notif Aplikasi terus berhenti sudah telpon Bpjs, katanya ga ada masalah",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,tidak bisa masuk notif aplikasi terus henti telpon bpjs kata tidak masalah,0,Tidak relevan dengan UMUX-Lite,0.529,0.321,0.15,-0.7964,negative,1.61,low,False
1.0,Ilham Maulana,2026-04-23 08:37:00,"klaim uang sendiri aja pake verifikasi perusahaan dulu, aturan lu kaya dog",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,klaim uang sendiri aja pake verifikasi usaha dulu atur lu kaya dog,0,Tidak relevan dengan UMUX-Lite,0.0,0.634,0.366,0.4939,positive,5.48,high,False
5.0,Sisman Lamusu,2026-04-23 08:35:12,Bagus,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5267,positive,5.58,high,False
1.0,Warkop 190,2026-04-23 08:25:41,"heran padahal dari Senin udah verifikasi perusahaan tinggal pembayaran klaim, ini dah kamis blm masuk masuk juga. pengajuan ya antri lama, klaim pembayaran juga lama, mau ambil hak sendiri aja di persulit",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,heran padahal senin udah verifikasi usaha tinggal bayar klaim dah kamis blm masuk masuk aju antri lama klaim bayar lama mau ambil hak sendiri aja sulit,0,Tidak relevan dengan UMUX-Lite,0.329,0.393,0.278,-0.7269,negative,1.82,low,False
1.0,Rahayu Ayu,2026-04-23 08:21:01,pengkinian data selalu gagal terus mkin gk jelaa,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,kini data selalu gagal terus mkin tidak jelaa,1,Usefulness,0.614,0.286,0.1,-0.802,negative,1.59,low,True
5.0,Damarkencana Damarkencana,2026-04-23 08:14:55,"selamat siang bpk ibu di tempat ..., maaf saya mau tanya kenapa ya aplikasi jmo saya ga bisa di buka terhenti terus , padahal saya baru downlod",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,selamat siang bpk ibu tempat maaf mau tanya aplikasi jmo tidak bisa buka henti terus padahal baru downlod,2,Ease of Use,0.212,0.721,0.067,-0.4588,negative,2.62,low,True
5.0,nining rahayu,2026-04-23 08:06:48,"sangat cepat dan sangat mudah , pencairan bpjs tidak sampai 1 jam sudah masuk ke rekening",0.0,Relevan dengan P1 dan P3,3,1,1,3,sangat cepat sangat mudah cair bpjs tidak jam masuk rekening,3,Usefulness + Ease of Use,0.109,0.149,0.743,0.8957,positive,6.69,high,True
4.0,alexando kheiim,2026-04-23 07:53:41,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5267,positive,5.58,high,False
5.0,Gus Aditya,2026-04-23 07:39:21,Aplikasi ini Sangat membantu Masyarakat untuk mengklaim Hak nya trimkasih JMO Jadi tidak perlu ke kantor bisa klaim lewat aplikasi,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,aplikasi sangat bantu masyarakat klaim hak nya trimkasih jmo jadi tidak perlu kantor bisa klaim lewat aplikasi,2,Ease of Use,0.089,0.486,0.425,0.8074,positive,6.42,high,True
5.0,Gilang Pralistiyanto,2026-04-23 07:35:35,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5267,positive,5.58,high,False
4.0,Sitinur Khaliza,2026-04-23 07:35:11,baik sekali,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,baik sekali,0,Tidak relevan dengan UMUX-Lite,0.0,0.25,0.75,0.4588,positive,5.38,high,False
5.0,Firman Nopiansyah,2026-04-23 07:29:31,mantap kalau bisa cair cepat,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,mantap kalau bisa cair cepat,1,Usefulness,0.0,0.157,0.843,0.8934,positive,6.68,high,True
3.0,jeck joko,2026-04-23 07:29:08,mau klaim uang sendiri aja susah.hrus pengkinian data.. harus datang ke kantor cabang yg jauh..datang ke kantor harus daftar..antri lebih dri seminggu,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mau klaim uang sendiri aja susah hrus kini data datang kantor cabang yg jauh datang kantor daftar antri lebih dri minggu,3,Usefulness + Ease of Use,0.23,0.53,0.24,-0.4019,negative,2.79,low,True
5.0,Hanes Yon,2026-04-23 07:13:52,baik,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,baik,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.4588,positive,5.38,high,False
5.0,Adi Santoso,2026-04-23 07:13:31,Cukup sekali,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,cukup sekali,1,Usefulness,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True
5.0,Abang ardi,2026-04-23 06:50:56,sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.0,0.217,0.783,0.5574,positive,5.67,high,True
5.0,Gitaliani,2026-04-23 06:49:15,Pengajuan klaim JHT dan Informa sangat mudah di akses.,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,aju klaim jht informa sangat mudah akses,2,Ease of Use,0.0,0.246,0.754,0.802,positive,6.41,high,True
5.0,Pengguna Google,2026-04-23 06:10:41,trimakasih jamsostek,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,trimakasih jamsostek,0,Tidak relevan dengan UMUX-Lite,0.0,1.0,0.0,0.0,neutral,4.0,moderate,False
1.0,muhammad taufiq (m.taufiq),2026-04-23 06:00:47,aplikasi ga bisa dibuka aneh,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,aplikasi tidak bisa buka aneh,0,Tidak relevan dengan UMUX-Lite,0.605,0.233,0.163,-0.5859,negative,2.24,low,False
2.0,Marihot Harahap,2026-04-23 05:23:56,"Bagaimana Kalian ini bikin Aplikasi,,, kok masih juga ngk bisa di buka",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagaimana kalian bikin aplikasi kok ngk bisa buka,0,Tidak relevan dengan UMUX-Lite,0.0,0.833,0.167,0.1027,positive,4.31,moderate,False
5.0,Feri Ariyadi,2026-04-23 05:15:22,lumayan membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,lumayan bantu,1,Usefulness,0.0,0.217,0.783,0.5574,positive,5.67,high,True
1.0,agus saprudin,2026-04-23 05:07:58,Aplikasi Mental terus tidak bisa d buka,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,aplikasi mental terus tidak bisa d buka,0,Tidak relevan dengan UMUX-Lite,0.449,0.408,0.143,-0.4588,negative,2.62,low,False
5.0,Ahmad Umy,2026-04-23 05:00:10,"aplikasi nya cepat, dibantu juga dengan WA yg interaktif dengan para staf BPJS Ketenagakerjaan online nya.. trimakasih",0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,aplikasi nya cepat bantu wa yg interaktif staf bpjs ketenagakerjaan online nya trimakasih,3,Usefulness + Ease of Use,0.0,0.406,0.594,0.8658,positive,6.6,high,True
5.0,Kamal Sujaya,2026-04-23 04:52:26,apk yang sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,aplikasi sangat bantu,1,Usefulness,0.0,0.357,0.643,0.5574,positive,5.67,high,True
1.0,Dingdong Togel,2026-04-23 04:51:23,"mau klaim sebagian lama banget sedang meloaf data nunggu seharian gak ada hasil,,,sangat mengecewakan gak layak ada di play store",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mau klaim lama banget sedang meloaf data nunggu hari tidak hasil sangat kecewa tidak layak play store,0,Tidak relevan dengan UMUX-Lite,0.407,0.276,0.317,-0.6808,negative,1.96,low,False
5.0,Munawir Al,2026-04-23 04:34:25,mantap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5859,positive,5.76,high,False
5.0,Wahyu Joker,2026-04-23 04:32:02,sangat membantu dan memudahkan,0.0,Relevan dengan P1 dan P3,3,1,1,3,sangat bantu mudah,3,Usefulness + Ease of Use,0.0,0.119,0.881,0.8126,positive,6.44,high,True
5.0,Bayu Wiranto Husain,2026-04-23 04:23:12,baguss,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,baguss,0,Tidak relevan dengan UMUX-Lite,0.0,1.0,0.0,0.0,neutral,4.0,moderate,False
1.0,Sherli Oktaviani Rukmana,2026-04-23 03:42:30,"padahal biasanya bisa klaim bpjs pake slip gaji, ini belum juga konfirmasi vc udah di tolak aja. ga jelas, sangat mempersulit. minimal di konfirmasi dl vidio call ga langsung main tolak. dari awal persyaratan udah lengkap.",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,padahal biasa bisa klaim bpjs pake slip gaji belum konfirmasi vc udah tolak aja tidak jelas sangat sulit minimal konfirmasi dl vidio call tidak langsung main tolak awal syarat udah lengkap,3,Usefulness + Ease of Use,0.239,0.539,0.222,-0.1779,negative,3.47,moderate,True
5.0,Ferdian Agustin,2026-04-23 03:39:38,ramah bagus,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,ramah bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.227,0.773,0.5267,positive,5.58,high,False
5.0,Muhammad Rusli,2026-04-23 03:32:49,oke,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,oke,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.4215,positive,5.26,high,False
5.0,Hengky prasetyo,2026-04-23 03:31:49,benahi sedikit bug,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,benah sedikit bug,2,Ease of Use,0.643,0.357,0.0,-0.5574,negative,2.33,low,True
5.0,Rina Wahyuni,2026-04-23 02:58:33,sangat membantu dalam pengklaiman..sukses selalu buat bpjs dalam pelayanan yg memuaskan,0.0,Relevan dengan P1 dan P3,3,1,1,3,sangat bantu klaim sukses selalu buat bpjs layan yg muas,3,Usefulness + Ease of Use,0.0,0.361,0.639,0.8625,positive,6.59,high,True
2.0,Fati Gulo,2026-04-23 02:53:09,kenapa ya jmo sekarang susah sekali loading padahal jaringan stabil. kira kira permasalahan apa itu.,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,jmo sekarang susah sekali loading padahal jaring stabil kira kira masalah apa,0,Tidak relevan dengan UMUX-Lite,0.467,0.381,0.152,-0.765,negative,1.71,low,False
4.0,Ananda Kenzo,2026-04-23 02:33:11,baik,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,baik,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.4588,positive,5.38,high,False
5.0,Adipati Doulken,2026-04-23 02:26:34,sangat bagus pelayanannya,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,sangat bagus layan,1,Usefulness,0.0,0.37,0.63,0.5267,positive,5.58,high,True
5.0,Alprian Yongelo,2026-04-23 02:13:46,baik sekali,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,baik sekali,0,Tidak relevan dengan UMUX-Lite,0.0,0.25,0.75,0.4588,positive,5.38,high,False
1.0,IDRUS,2026-04-23 02:07:00,ribet. tiap mau masuk harus pake sandi mulu.. sering error sering update .. males...,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,ribet tiap mau masuk pake sandi mulu sering error sering update males,0,Tidak relevan dengan UMUX-Lite,0.484,0.365,0.151,-0.8126,negative,1.56,low,False
5.0,rahmat triono,2026-04-23 02:00:54,oke,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,oke,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.4215,positive,5.26,high,False
5.0,Afdila Arfan s,2026-04-23 01:53:03,mantap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5859,positive,5.76,high,False
3.0,Ferdian Syahputra,2026-04-23 01:49:07,"sekedar ngambil antrian aja skrang ribet banget, harus ke lapakasik.ketenagakerjaan.go.id",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,dar ngambil antri aja skrang ribet banget lapakasik ketenagakerjaan go id,0,Tidak relevan dengan UMUX-Lite,0.42,0.494,0.086,-0.7506,negative,1.75,low,False
